algorithm,parameters,dataset,count,qps,distcomps,build,indexsize,queriessize,mean_ssd_ios,mean_latency,recall/ap
faiss-t1,"FaissIVFPQ(nprobe=128, efSearch=32)",deep-1B,10,8013.666189078627,150956.0504,1000000.0,43995036.0,5490.001075906849,0,0,0.65384
faiss-t1,"FaissIVFPQ(nprobe=16, efSearch=8)",deep-1B,10,58899.00269337385,19307.0428,1000000.0,43995036.0,746.9572316705704,0,0,0.52105
faiss-t1,"FaissIVFPQ(nprobe=64,quantizer_efSearch=128)",deep-1B,10,13174.05834610649,75897.8232,1000000.0,43992224.0,3339.306904846191,0,0,0.64955
faiss-t1,"FaissIVFPQ(nprobe=2, efSearch=32)",deep-1B,10,112581.23567337166,2405.5529,1000000.0,43995036.0,390.7848029634476,0,0,0.30522
faiss-t1,"FaissIVFPQ(nprobe=64, efSearch=4)",deep-1B,10,16384.12800100001,74909.6958,1000000.0,43995036.0,2685.2229180164336,0,0,0.5059899999999999
faiss-t1,"FaissIVFPQ(nprobe=4,quantizer_efSearch=8)",deep-1B,10,184754.8233635803,4853.7693,1000000.0,43992224.0,238.111369430542,0,0,0.37116
faiss-t1,"FaissIVFPQ(nprobe=128,quantizer_efSearch=128)",deep-1B,10,7619.7770659153775,150749.528,1000000.0,43992224.0,5773.426652701569,0,0,0.67008
faiss-t1,"FaissIVFPQ(nprobe=128,quantizer_efSearch=512)",deep-1B,10,5491.1873746930905,150518.7058,1000000.0,43992224.0,8011.422848680115,0,0,0.67159
faiss-t1,"FaissIVFPQ(nprobe=8,quantizer_efSearch=64)",deep-1B,10,56078.15610631348,9590.338,1000000.0,43992224.0,784.4805723747254,0,0,0.48758999999999997
faiss-t1,"FaissIVFPQ(nprobe=1, efSearch=8)",deep-1B,10,295273.7102951115,1215.1372,1000000.0,43995036.0,148.99747070617676,0,0,0.20524
faiss-t1,"FaissIVFPQ(nprobe=1, efSearch=32)",deep-1B,10,124711.33232834107,1202.7026,1000000.0,43995036.0,352.7749658240318,0,0,0.21587
faiss-t1,"FaissIVFPQ(nprobe=8, efSearch=8)",deep-1B,10,113611.97037743311,9698.7188,1000000.0,43995036.0,387.2394418813705,0,0,0.44147
faiss-t1,"FaissIVFPQ(nprobe=32,quantizer_efSearch=16)",deep-1B,10,31934.849709988015,38367.5681,1000000.0,43992224.0,1377.5616418899535,0,0,0.59177
faiss-t1,"FaissIVFPQ(nprobe=128,quantizer_efSearch=64)",deep-1B,10,8232.254437911632,151037.2369,1000000.0,43992224.0,5343.885363577271,0,0,0.66567
faiss-t1,"FaissIVFPQ(nprobe=64,quantizer_efSearch=16)",deep-1B,10,16614.809559517627,76182.142,1000000.0,43992224.0,2647.7717871162413,0,0,0.61593
faiss-t1,"FaissIVFPQ(nprobe=16, efSearch=4)",deep-1B,10,61150.906699869076,19341.5855,1000000.0,43995036.0,719.4502645059586,0,0,0.47450000000000003
faiss-t1,"FaissIVFPQ(nprobe=2,quantizer_efSearch=4)",deep-1B,10,313225.1487972996,2432.805,1000000.0,43992224.0,140.44920776290894,0,0,0.2394
faiss-t1,"FaissIVFPQ(nprobe=4, efSearch=32)",deep-1B,10,98247.73781888965,4809.0077,1000000.0,43995036.0,447.79693636407853,0,0,0.39906
faiss-t1,"FaissIVFPQ(nprobe=128, efSearch=512)",deep-1B,10,5339.393542831843,150518.7058,1000000.0,43995036.0,8239.706559757804,0,0,0.67159
faiss-t1,"FaissIVFPQ(nprobe=32,quantizer_efSearch=32)",deep-1B,10,29385.91119848555,38283.8878,1000000.0,43992224.0,1497.0515531356812,0,0,0.60582
faiss-t1,"FaissIVFPQ(nprobe=1, efSearch=4)",deep-1B,10,389342.0466359721,1221.0374,1000000.0,43995036.0,112.99841971893309,0,0,0.17378
faiss-t1,"FaissIVFPQ(nprobe=8,quantizer_efSearch=8)",deep-1B,10,119030.23216875299,9698.7188,1000000.0,43992224.0,369.5886599433899,0,0,0.44147
faiss-t1,"FaissIVFPQ(nprobe=8, efSearch=128)",deep-1B,10,36088.88200548091,9585.7253,1000000.0,43995036.0,1219.0745059189796,0,0,0.48791
faiss-t1,"FaissIVFPQ(nprobe=2, efSearch=512)",deep-1B,10,12535.903615033983,2401.1251,1000000.0,43995036.0,3509.5225163695336,0,0,0.30583
faiss-t1,"FaissIVFPQ(nprobe=32,quantizer_efSearch=256)",deep-1B,10,15359.553762964406,38131.6387,1000000.0,43992224.0,2864.160292604065,0,0,0.6136
faiss-t1,"FaissIVFPQ(nprobe=8,quantizer_efSearch=4)",deep-1B,10,124806.33210837189,9713.4815,1000000.0,43992224.0,352.4839105262756,0,0,0.42394
faiss-t1,"FaissIVFPQ(nprobe=2, efSearch=4)",deep-1B,10,296090.8115434574,2432.805,1000000.0,43995036.0,148.5862927345276,0,0,0.2394
faiss-t1,"FaissIVFPQ(nprobe=64,quantizer_efSearch=64)",deep-1B,10,15111.499579726118,76033.925,1000000.0,43992224.0,2911.1752786613465,0,0,0.64679
faiss-t1,"FaissIVFPQ(nprobe=64, efSearch=8)",deep-1B,10,16297.635265619767,75812.1561,1000000.0,43995036.0,2699.473591288948,0,0,0.5719299999999999
faiss-t1,"FaissIVFPQ(nprobe=256,quantizer_efSearch=64)",deep-1B,10,4111.833772393851,298407.7978,1000000.0,43992224.0,10698.930558758544,0,0,0.6748000000000001
faiss-t1,"FaissIVFPQ(nprobe=64,quantizer_efSearch=32)",deep-1B,10,16044.39775899649,76197.9369,1000000.0,43992224.0,2741.9055960098267,0,0,0.63872
faiss-t1,"FaissIVFPQ(nprobe=1, efSearch=512)",deep-1B,10,12596.369961667046,1201.061,1000000.0,43995036.0,3492.675757689285,0,0,0.21631
faiss-t1,"FaissIVFPQ(nprobe=8, efSearch=512)",deep-1B,10,11937.201324779624,9583.5177,1000000.0,43995036.0,3685.540253784084,0,0,0.48798
faiss-t1,"FaissIVFPQ(nprobe=128, efSearch=8)",deep-1B,10,8314.116838771344,146267.754,1000000.0,43995036.0,5291.6066556627275,0,0,0.57614
faiss-t1,"FaissIVFPQ(nprobe=32, efSearch=128)",deep-1B,10,20060.224137865065,38146.8733,1000000.0,43995036.0,2193.147778292084,0,0,0.61319
faiss-t1,"FaissIVFPQ(nprobe=64, efSearch=512)",deep-1B,10,7612.429466714823,75831.7416,1000000.0,43995036.0,5779.368622378349,0,0,0.6504800000000001
faiss-t1,"FaissIVFPQ(nprobe=16, efSearch=128)",deep-1B,10,27680.49755288875,19134.4202,1000000.0,43995036.0,1589.3874709419251,0,0,0.55932
faiss-t1,"FaissIVFPQ(nprobe=16, efSearch=512)",deep-1B,10,11170.887272769885,19129.2755,1000000.0,43995036.0,3938.365406948662,0,0,0.5596599999999999
faiss-t1,"FaissIVFPQ(nprobe=32, efSearch=32)",deep-1B,10,28712.376779846658,38283.8878,1000000.0,43995036.0,1532.2672984313965,0,0,0.60582
faiss-t1,"FaissIVFPQ(nprobe=16,quantizer_efSearch=8)",deep-1B,10,59640.872508034015,19307.0428,1000000.0,43992224.0,737.6187193450927,0,0,0.52105
faiss-t1,"FaissIVFPQ(nprobe=32,quantizer_efSearch=128)",deep-1B,10,20525.6013115075,38146.8733,1000000.0,43992224.0,2143.285516090393,0,0,0.61319
faiss-t1,"FaissIVFPQ(nprobe=8, efSearch=4)",deep-1B,10,120495.16072039047,9713.4815,1000000.0,43995036.0,365.11869636068343,0,0,0.42394
faiss-t1,"FaissIVFPQ(nprobe=1,quantizer_efSearch=4)",deep-1B,10,421665.2256961898,1221.0374,1000000.0,43992224.0,104.32974150848389,0,0,0.17378
faiss-t1,"FaissIVFPQ(nprobe=4, efSearch=128)",deep-1B,10,39984.823265400286,4802.1898,1000000.0,43995036.0,1100.2933715120316,0,0,0.40034000000000003
faiss-t1,"FaissIVFPQ(nprobe=128,quantizer_efSearch=256)",deep-1B,10,6731.399397267256,150575.0368,1000000.0,43992224.0,6535.375692884827,0,0,0.67131
faiss-t1,"FaissIVFPQ(nprobe=16,quantizer_efSearch=16)",deep-1B,10,56092.18029507109,19260.403,1000000.0,43992224.0,784.2844362365723,0,0,0.54052
faiss-t1,"FaissIVFPQ(nprobe=64, efSearch=32)",deep-1B,10,15318.228283493048,76197.9369,1000000.0,43995036.0,2872.0707895056726,0,0,0.63872
faiss-t1,"FaissIVFPQ(nprobe=16,quantizer_efSearch=64)",deep-1B,10,39356.19655653548,19150.0692,1000000.0,43992224.0,1117.7966330360414,0,0,0.55869
faiss-t1,"FaissIVFPQ(nprobe=256,quantizer_efSearch=128)",deep-1B,10,4022.280707609251,298677.2549,1000000.0,43992224.0,10937.134227548217,0,0,0.68065
faiss-t1,"FaissIVFPQ(nprobe=256,quantizer_efSearch=512,ht=122)",text2image-1B,10,1587.7131146901188,232528.95468,1000000.0,39939924.0,25155.630214590285,0,0,0.077278
faiss-t1,"FaissIVFPQ(nprobe=8,quantizer_efSearch=32,ht=116)",text2image-1B,10,45319.27622776461,6899.66763,1000000.0,39939924.0,881.301011941824,0,0,0.057977999999999995
faiss-t1,"FaissIVFPQ(nprobe=128,quantizer_efSearch=512,ht=256)",text2image-1B,10,4075.309605375972,115085.28492,1000000.0,39939924.0,9800.463735887202,0,0,0.076625
faiss-t1,"FaissIVFPQ(nprobe=8,quantizer_efSearch=64,ht=116)",text2image-1B,10,37624.344649181556,6846.511,1000000.0,39939924.0,1061.5447092144584,0,0,0.05995399999999999
faiss-t1,"FaissIVFPQ(nprobe=2,quantizer_efSearch=16,ht=110)",text2image-1B,10,137421.60835845504,1675.21693,1000000.0,39939924.0,290.63787330897327,0,0,0.034678
faiss-t1,"FaissIVFPQ(nprobe=4,quantizer_efSearch=32,ht=256)",text2image-1B,10,84504.36463428319,3382.29506,1000000.0,39939924.0,472.63740959240914,0,0,0.052687
faiss-t1,"FaissIVFPQ(nprobe=16,quantizer_efSearch=512,ht=256)",text2image-1B,10,11253.24117612906,13849.67865,1000000.0,39939924.0,3549.1929280537033,0,0,0.069275
faiss-t1,"FaissIVFPQ(nprobe=1,quantizer_efSearch=4,ht=106)",text2image-1B,10,256799.048798079,836.72872,1000000.0,39939924.0,155.52987515699385,0,0,0.013291
faiss-t1,"FaissIVFPQ(nprobe=16,quantizer_efSearch=256,ht=118)",text2image-1B,10,14920.91191398266,13854.67686,1000000.0,39939924.0,2676.7750007673167,0,0,0.06803200000000001
faiss-t1,"FaissIVFPQ(nprobe=1,quantizer_efSearch=16,ht=114)",text2image-1B,10,164235.19092817092,822.41199,1000000.0,39939924.0,243.18736912765502,0,0,0.028655000000000003
faiss-t1,"FaissIVFPQ(nprobe=4,quantizer_efSearch=64,ht=118)",text2image-1B,10,53175.577874832445,3359.79596,1000000.0,39939924.0,751.0952507937527,0,0,0.05331
faiss-t1,"FaissIVFPQ(nprobe=4096,quantizer_efSearch=512,ht=256)",text2image-1B,10,187.38767718222243,3597367.16047,1000000.0,39939924.0,213140.61095469474,0,0,0.078086
faiss-t1,"FaissIVFPQ(nprobe=4,quantizer_efSearch=64,ht=122)",text2image-1B,10,51975.91436715113,3359.79596,1000000.0,39939924.0,768.4313876206112,0,0,0.054172
faiss-t1,"FaissIVFPQ(nprobe=1024,quantizer_efSearch=512,ht=122)",text2image-1B,10,430.88868985228453,949671.85795,1000000.0,39939924.0,92691.9757714969,0,0,0.07791200000000001
faiss-t1,"FaissIVFPQ(nprobe=2048,quantizer_efSearch=512,ht=122)",text2image-1B,10,219.10293553653378,1897581.2193,1000000.0,39939924.0,182288.4020343959,0,0,0.077981
faiss-t1,"FaissIVFPQ(nprobe=1,quantizer_efSearch=16,ht=116)",text2image-1B,10,167279.08815974035,822.41199,1000000.0,39939924.0,238.76220536221504,0,0,0.029626000000000003
faiss-t1,"FaissIVFPQ(nprobe=64,quantizer_efSearch=128,ht=126)",text2image-1B,10,5893.595818868501,57208.54196,1000000.0,39939924.0,6776.834589187689,0,0,0.073895
faiss-t1,"FaissIVFPQ(nprobe=4,quantizer_efSearch=8,ht=118)",text2image-1B,10,90950.9694011419,3448.16522,1000000.0,39939924.0,439.1368697110176,0,0,0.041306999999999996
faiss-t1,"FaissIVFPQ(nprobe=1024,quantizer_efSearch=512,ht=128)",text2image-1B,10,396.3257213464962,949671.85795,1000000.0,39939924.0,100775.50320051439,0,0,0.077973
faiss-t1,"FaissIVFPQ(nprobe=8,quantizer_efSearch=64,ht=126)",text2image-1B,10,34047.43891549639,6846.511,1000000.0,39939924.0,1173.0669111156465,0,0,0.061664
faiss-t1,"FaissIVFPQ(nprobe=32,quantizer_efSearch=512,ht=128)",text2image-1B,10,6941.476702888597,28093.99777,1000000.0,39939924.0,5753.807973363876,0,0,0.073049
faiss-t1,"FaissIVFPQ(nprobe=8,quantizer_efSearch=16,ht=114)",text2image-1B,10,53231.76794966574,6974.30326,1000000.0,39939924.0,750.3024141104222,0,0,0.05313
faiss-t1,"FaissIVFPQ(nprobe=256,quantizer_efSearch=512,ht=120)",text2image-1B,10,1650.1695506974581,232528.95468,1000000.0,39939924.0,24203.527439419213,0,0,0.077095
faiss-t1,"FaissIVFPQ(nprobe=16,quantizer_efSearch=64,ht=256)",text2image-1B,10,30335.544374343284,13942.88159,1000000.0,39939924.0,1316.6048219586182,0,0,0.066968
faiss-t1,"FaissIVFPQ(nprobe=32, efSearch=128)",msturing-1B,10,17829.106921277107,34404.33765,1000000.0,43830616.0,2458.3741739578054,0,0,0.693847
faiss-t1,"FaissIVFPQ(nprobe=32, efSearch=4)",msturing-1B,10,27223.362468571107,31636.25941,1000000.0,43830616.0,1610.0368222552108,0,0,0.38134
faiss-t1,"FaissIVFPQ(nprobe=8, efSearch=32)",msturing-1B,10,67313.82112255396,9601.53994,1000000.0,43830616.0,651.1384329259872,0,0,0.554759
faiss-t1,"FaissIVFPQ(nprobe=8,quantizer_efSearch=64)",msturing-1B,10,51109.410566232706,9744.4858,1000000.0,43832176.0,857.6145863235473,0,0,0.60481
faiss-t1,"FaissIVFPQ(nprobe=2, efSearch=128)",msturing-1B,10,40490.6250820566,2713.30225,1000000.0,43830616.0,1082.4880058328247,0,0,0.487588
faiss-t1,"FaissIVFPQ(nprobe=16, efSearch=128)",msturing-1B,10,26144.988324122995,18400.18768,1000000.0,43830616.0,1676.4442751561355,0,0,0.6667080000000001
faiss-t1,"FaissIVFPQ(nprobe=1,quantizer_efSearch=8)",msturing-1B,10,287431.505253434,1249.47737,1000000.0,43832176.0,152.496073669281,0,0,0.234375
faiss-t1,"FaissIVFPQ(nprobe=1, efSearch=32)",msturing-1B,10,133984.87300949934,1362.88947,1000000.0,43830616.0,327.13107842325206,0,0,0.351291
faiss-t1,"FaissIVFPQ(nprobe=1,quantizer_efSearch=16)",msturing-1B,10,195029.6615174012,1325.83958,1000000.0,43832176.0,224.74620352088928,0,0,0.307412
faiss-t1,"FaissIVFPQ(nprobe=8, efSearch=4)",msturing-1B,10,95958.0652009986,8806.47013,1000000.0,43830616.0,456.76844263366695,0,0,0.325602
faiss-t1,"FaissIVFPQ(nprobe=2,quantizer_efSearch=4)",msturing-1B,10,223127.50594617773,2185.28185,1000000.0,43832176.0,196.44452087665556,0,0,0.171794
faiss-t1,"FaissIVFPQ(nprobe=1, efSearch=512)",msturing-1B,10,10712.936112797355,1401.65733,1000000.0,43830616.0,4091.372854136715,0,0,0.386321
faiss-t1,"FaissIVFPQ(nprobe=2,quantizer_efSearch=16)",msturing-1B,10,169897.7851698166,2576.06125,1000000.0,43832176.0,257.9914503075409,0,0,0.382845
faiss-t1,"FaissIVFPQ(nprobe=2,quantizer_efSearch=8)",msturing-1B,10,203887.08760092748,2429.81088,1000000.0,43832176.0,214.98259902458193,0,0,0.28778800000000004
faiss-t1,"FaissIVFPQ(nprobe=32,quantizer_efSearch=256)",msturing-1B,10,13903.77508199782,34476.58399,1000000.0,43832176.0,3152.537763413086,0,0,0.703611
faiss-t1,"FaissIVFPQ(nprobe=8, efSearch=8)",msturing-1B,10,93330.86486563466,8858.10622,1000000.0,43830616.0,469.6261634680175,0,0,0.34346299999999996
faiss-t1,"FaissIVFPQ(nprobe=4, efSearch=128)",msturing-1B,10,37849.78963936656,5202.51347,1000000.0,43830616.0,1158.0147846954728,0,0,0.569572
faiss-t1,"FaissIVFPQ(nprobe=32, efSearch=512)",msturing-1B,10,8176.325568680806,34497.78787,1000000.0,43830616.0,5360.674013262386,0,0,0.70634
faiss-t1,"FaissIVFPQ(nprobe=32,quantizer_efSearch=128)",msturing-1B,10,16916.190625762138,34404.33765,1000000.0,43832176.0,2591.1375066468427,0,0,0.693847
faiss-t1,"FaissIVFPQ(nprobe=2, efSearch=4)",msturing-1B,10,279827.8989677007,2185.28185,1000000.0,43830616.0,156.6341889486122,0,0,0.171794
faiss-t1,"FaissIVFPQ(nprobe=16,quantizer_efSearch=64)",msturing-1B,10,32317.441839948104,18265.56018,1000000.0,43832176.0,1356.3009169190598,0,0,0.640667
faiss-t1,"FaissIVFPQ(nprobe=2, efSearch=32)",msturing-1B,10,116863.15658667294,2648.51522,1000000.0,43830616.0,375.05931963674544,0,0,0.442089
faiss-t1,"FaissIVFPQ(nprobe=2, efSearch=512)",msturing-1B,10,10615.099413425396,2725.31851,1000000.0,43830616.0,4129.082007895794,0,0,0.491889
faiss-t1,"FaissIVFPQ(nprobe=2,quantizer_efSearch=32)",msturing-1B,10,115463.59512819687,2648.51522,1000000.0,43832176.0,379.6190128268051,0,0,0.442089
faiss-t1,"FaissIVFPQ(nprobe=1, efSearch=4)",msturing-1B,10,412687.9050079796,1124.93886,1000000.0,43830616.0,106.2076583008957,0,0,0.143197
faiss-t1,"FaissIVFPQ(nprobe=32, efSearch=32)",msturing-1B,10,24546.649973345346,33803.60356,1000000.0,43830616.0,1785.6047993349266,0,0,0.603063
faiss-t1,"FaissIVFPQ(nprobe=16, efSearch=512)",msturing-1B,10,9456.673234226735,18469.92496,1000000.0,43830616.0,4634.887440264187,0,0,0.6774910000000001
faiss-t1,"FaissIVFPQ(nprobe=4, efSearch=8)",msturing-1B,10,156121.0345376934,4664.64142,1000000.0,43830616.0,280.747665615921,0,0,0.322613
faiss-t1,"FaissIVFPQ(nprobe=4,quantizer_efSearch=32)",msturing-1B,10,96083.95763907168,5077.74381,1000000.0,43832176.0,456.18620503383636,0,0,0.509857
faiss-t1,"FaissIVFPQ(nprobe=4, efSearch=32)",msturing-1B,10,94502.95812925644,5077.74381,1000000.0,43830616.0,463.8015239697647,0,0,0.509857
faiss-t1,"FaissIVFPQ(nprobe=8, efSearch=512)",msturing-1B,10,10068.265042725694,9869.48017,1000000.0,43830616.0,4353.3434821193505,0,0,0.635417
faiss-t1,"FaissIVFPQ(nprobe=16, efSearch=32)",msturing-1B,10,43871.70141456631,18023.15671,1000000.0,43830616.0,999.063509888115,0,0,0.584245
faiss-t1,"FaissIVFPQ(nprobe=16,quantizer_efSearch=128)",msturing-1B,10,27313.868565604862,18400.18768,1000000.0,43832176.0,1604.7589851551056,0,0,0.6667080000000001
faiss-t1,"FaissIVFPQ(nprobe=8, efSearch=128)",msturing-1B,10,32508.28420628879,9826.96982,1000000.0,43830616.0,1348.2906609854506,0,0,0.62686
faiss-t1,"FaissIVFPQ(nprobe=8,quantizer_efSearch=32)",msturing-1B,10,62927.073048475686,9601.53994,1000000.0,43832176.0,696.5551371860886,0,0,0.554759
faiss-t1,"FaissIVFPQ(nprobe=16, efSearch=4)",msturing-1B,10,53958.0104856718,16889.96778,1000000.0,43830616.0,812.3097127837754,0,0,0.374479
faiss-t1,"FaissIVFPQ(nprobe=4,quantizer_efSearch=16)",msturing-1B,10,115752.06898036276,4941.27993,1000000.0,43832176.0,378.6729376512146,0,0,0.43595100000000003
faiss-t1,"FaissIVFPQ(nprobe=4, efSearch=4)",msturing-1B,10,179185.257462948,4212.56851,1000000.0,43830616.0,244.61061484962462,0,0,0.188735
faiss-t1,"FaissIVFPQ(nprobe=1, efSearch=8)",msturing-1B,10,313404.19411120785,1249.47737,1000000.0,43830616.0,139.85331665487288,0,0,0.234375
faiss-t1,"FaissIVFPQ(nprobe=16, efSearch=8)",msturing-1B,10,52119.43208102506,17439.84212,1000000.0,43830616.0,840.964957788887,0,0,0.454924
faiss-t1,"FaissIVFPQ(nprobe=32, efSearch=8)",msturing-1B,10,27055.79113875467,32765.01525,1000000.0,43830616.0,1620.0086619244003,0,0,0.47382
faiss-t1,"FaissIVFPQ(nprobe=1,quantizer_efSearch=4)",msturing-1B,10,236151.40520734098,1124.93886,1000000.0,43832176.0,185.61048138381958,0,0,0.143197
faiss-t1,"FaissIVFPQ(nprobe=2, efSearch=8)",msturing-1B,10,223986.14099423628,2429.81088,1000000.0,43830616.0,195.68449996702194,0,0,0.28778800000000004
faiss-t1,"FaissIVFPQ(nprobe=1, efSearch=128)",msturing-1B,10,41997.91026976745,1395.61898,1000000.0,43830616.0,1043.6380219506264,0,0,0.38363200000000003
faiss-t1,"FaissIVFPQ(nprobe=4, efSearch=512)",msturing-1B,10,10430.235164612941,5225.59531,1000000.0,43830616.0,4202.265366816063,0,0,0.575867
team11,"FaissIVFPQ(nprobe=16,quantizer_efSearch=128)",deep-1B,10,23142.48147328683,19134.4202,1000000.0,43995212.0,1901.0585382031438,0,0,0.55932
team11,"FaissIVFPQ(nprobe=32,quantizer_efSearch=64)",deep-1B,10,20842.049190429054,38190.0385,1000000.0,43995212.0,2110.8870628807067,0,0,0.6119399999999999
team11,"FaissIVFPQ(nprobe=64,quantizer_efSearch=128)",deep-1B,10,10703.891937828013,75897.8232,1000000.0,43995212.0,4110.207040162563,0,0,0.64955
team11,"FaissIVFPQ(nprobe=16,quantizer_efSearch=64)",deep-1B,10,31144.033312938463,19150.0692,1000000.0,43995212.0,1412.6369426185609,0,0,0.55869
team11,"FaissIVFPQ(nprobe=32,quantizer_efSearch=16)",deep-1B,10,25549.8017505889,38367.5681,1000000.0,43995212.0,1721.9394666726112,0,0,0.59177
team11,"FaissIVFPQ(nprobe=128,quantizer_efSearch=64)",deep-1B,10,6285.34538721455,151037.2369,1000000.0,43995212.0,6999.649070915603,0,0,0.66567
team11,"FaissIVFPQ(nprobe=8,quantizer_efSearch=64)",deep-1B,10,45529.73601397273,9590.338,1000000.0,43995212.0,966.2962242192268,0,0,0.48758999999999997
team11,"FaissIVFPQ(nprobe=2,quantizer_efSearch=4)",deep-1B,10,266557.1874344618,2432.805,1000000.0,43995212.0,165.04980572252276,0,0,0.2394
team11,"FaissIVFPQ(nprobe=8,quantizer_efSearch=8)",deep-1B,10,96432.08744013666,9698.7188,1000000.0,43995212.0,456.2300077483177,0,0,0.44147
team11,"FaissIVFPQ(nprobe=4,quantizer_efSearch=8)",deep-1B,10,150685.0752113354,4853.7693,1000000.0,43995212.0,291.9679466483116,0,0,0.37116
team11,"FaissIVFPQ(nprobe=64,quantizer_efSearch=512)",deep-1B,10,6491.821192232357,75831.7416,1000000.0,43995212.0,6777.021531745434,0,0,0.6504800000000001
team11,"FaissIVFPQ(nprobe=64,quantizer_efSearch=256)",deep-1B,10,8716.516372728966,75846.0382,1000000.0,43995212.0,5047.33888157959,0,0,0.65028
team11,"FaissIVFPQ(nprobe=2,quantizer_efSearch=8)",deep-1B,10,200392.92130107404,2427.8048,1000000.0,43995212.0,219.54474097366332,0,0,0.2879
team11,"FaissIVFPQ(nprobe=256,quantizer_efSearch=128)",deep-1B,10,2982.6414175522623,298677.2549,1000000.0,43995212.0,14750.419457430173,0,0,0.68065
team11,"FaissIVFPQ(nprobe=32,quantizer_efSearch=128)",deep-1B,10,16936.67821270829,38146.8733,1000000.0,43995212.0,2597.629325388527,0,0,0.61319
team11,"FaissIVFPQ(nprobe=64,quantizer_efSearch=64)",deep-1B,10,12101.040112011618,76033.925,1000000.0,43995212.0,3635.655414143276,0,0,0.64679
team11,"FaissIVFPQ(nprobe=32,quantizer_efSearch=256)",deep-1B,10,12511.350826676657,38131.6387,1000000.0,43995212.0,3516.423814620686,0,0,0.6136
team11,"FaissIVFPQ(nprobe=128,quantizer_efSearch=512)",deep-1B,10,4480.126194960875,150518.7058,1000000.0,43995212.0,9820.083204237555,0,0,0.67159
team11,"FaissIVFPQ(nprobe=256,quantizer_efSearch=64)",deep-1B,10,3129.3109307622617,298407.7978,1000000.0,43995212.0,14059.073378586674,0,0,0.6748000000000001
team11,"FaissIVFPQ(nprobe=64,quantizer_efSearch=16)",deep-1B,10,13194.693185847027,76182.142,1000000.0,43995212.0,3334.311103739071,0,0,0.61593
team11,"FaissIVFPQ(nprobe=16,quantizer_efSearch=8)",deep-1B,10,48728.36775284867,19307.0428,1000000.0,43995212.0,902.8665237289429,0,0,0.52105
team11,"FaissIVFPQ(nprobe=16,quantizer_efSearch=32)",deep-1B,10,38254.397933646105,19187.3264,1000000.0,43995212.0,1150.0693874809265,0,0,0.55522
team11,"FaissIVFPQ(nprobe=8,quantizer_efSearch=16)",deep-1B,10,81003.80269259219,9639.8788,1000000.0,43995212.0,543.1252674267769,0,0,0.47639
team11,"FaissIVFPQ(nprobe=128,quantizer_efSearch=128)",deep-1B,10,5989.443977410837,150749.528,1000000.0,43995212.0,7345.458470924473,0,0,0.67008
team11,"FaissIVFPQ(nprobe=128,quantizer_efSearch=32)",deep-1B,10,6456.809400457732,150956.0504,1000000.0,43995212.0,6813.769661046696,0,0,0.65384
team11,"FaissIVFPQ(nprobe=1,quantizer_efSearch=4)",deep-1B,10,342663.4968097187,1221.0374,1000000.0,43995212.0,128.3918841942787,0,0,0.17378
team11,"FaissIVFPQ(nprobe=8,quantizer_efSearch=4)",deep-1B,10,100202.44491534535,9713.4815,1000000.0,43995212.0,439.0632587574959,0,0,0.42394
team11,"FaissIVFPQ(nprobe=2,quantizer_efSearch=16)",deep-1B,10,144520.53944911138,2412.999,1000000.0,43995212.0,304.42186396274565,0,0,0.30196
team11,"FaissIVFPQ(nprobe=32,quantizer_efSearch=32)",deep-1B,10,24092.22160250486,38283.8878,1000000.0,43995212.0,1826.1168573771477,0,0,0.60582
team11,"FaissIVFPQ(nprobe=128,quantizer_efSearch=256)",deep-1B,10,5465.330567942726,150575.0368,1000000.0,43995212.0,8049.872089724446,0,0,0.67131
team11,"FaissIVFPQ(nprobe=64,quantizer_efSearch=32)",deep-1B,10,12767.846597253256,76197.9369,1000000.0,43995212.0,3445.781687999344,0,0,0.63872
team11,"FaissIVFPQ(nprobe=4,quantizer_efSearch=4)",deep-1B,10,179588.355434145,4867.3057,1000000.0,43995212.0,244.97808832674028,0,0,0.30093000000000003
team11,"FaissIVFPQ(nprobe=8,quantizer_efSearch=32)",deep-1B,10,63345.914001392484,9603.2599,1000000.0,43995212.0,694.5232805233956,0,0,0.48559
team11,"FaissIVFPQ(nprobe=16,quantizer_efSearch=16)",deep-1B,10,44720.63888089221,19260.403,1000000.0,43995212.0,983.7787004156113,0,0,0.54052
team11,"FaissIVFPQ(nprobe=4,quantizer_efSearch=16)",deep-1B,10,115404.72646329686,4826.7691,1000000.0,43995212.0,381.22539126672746,0,0,0.39386
team11,"FaissIVFPQ(nprobe=16,quantizer_efSearch=128)",msturing-1B,10,23774.37497452829,18400.18768,1000000.0,43818656.0,1843.1044368967437,0,0,0.6667080000000001
team11,"FaissIVFPQ(nprobe=256,quantizer_efSearch=512)",msturing-1B,10,2798.0446381055626,234515.99974,1000000.0,43818656.0,15660.456378447112,0,0,0.750228
team11,"FaissIVFPQ(nprobe=64,quantizer_efSearch=128)",msturing-1B,10,10901.519705693818,64644.06719,1000000.0,43818656.0,4019.4997746152494,0,0,0.712211
team11,"FaissIVFPQ(nprobe=16,quantizer_efSearch=64)",msturing-1B,10,34413.31398428966,18265.56018,1000000.0,43818656.0,1273.3053265373992,0,0,0.640667
