algorithm,parameters,dataset,count,qps,distcomps,build,indexsize,queriessize,mean_ssd_ios,mean_latency,recall/ap
puck-t1,"Puck(10,20,19000,700)",text2image-1B,10,9992.153845145944,0.0,1000000.0,58235268.0,5828.0996172101495,0,0,0.169676
puck-t1,"Puck(10,20,10000,1000)",text2image-1B,10,11486.521144580363,0.0,1000000.0,58235268.0,5069.878622691336,0,0,0.156922
puck-t1,"Puck(10,10,8000,500)",text2image-1B,10,13356.761913581453,0.0,1000000.0,58235268.0,4359.98398240408,0,0,0.139568
puck-t1,"Puck(10,20,20000,1000)",text2image-1B,10,9476.185872600267,0.0,1000000.0,58235268.0,6145.433276945658,0,0,0.175994
puck-t1,"Puck(10,30,12000,800)",text2image-1B,10,11071.05747014423,0.0,1000000.0,58235268.0,5260.136003904362,0,0,0.160653
puck-t1,"Puck(10,20,9000,700)",text2image-1B,10,12278.106292357348,0.0,1000000.0,58235268.0,4743.017091833553,0,0,0.149852
puck-t1,"Puck(10,10,6000,500)",text2image-1B,10,13968.31473840465,0.0,1000000.0,58235268.0,4169.097639236841,0,0,0.130515
puck-t1,"Puck(10,30,11000,1000)",text2image-1B,10,11007.853983343128,0.0,1000000.0,58235268.0,5290.3379794209195,0,0,0.16063
puck-t1,"Puck(10,30,14000,600)",text2image-1B,10,10895.878411849368,0.0,1000000.0,58235268.0,5344.7061171927735,0,0,0.160987
puck-t1,"Puck(10,90,100000,900)",msturing-1B,10,4001.8958871850186,0.0,1000000.0,58110520.0,14520.747575188827,0,0,0.8428610000000001
puck-t1,"Puck(10,30,20000,200)",msturing-1B,10,11864.653408637023,0.0,1000000.0,58110520.0,4897.784873993683,0,0,0.773385
puck-t1,"Puck(10,50,20000,300)",msturing-1B,10,11351.811248596823,0.0,1000000.0,58110520.0,5119.052698060227,0,0,0.7820280000000001
puck-t1,"Puck(10,60,23000,200)",msturing-1B,10,10793.241367891951,0.0,1000000.0,58110520.0,5383.972990066623,0,0,0.787577
puck-t1,"Puck(10,70,24000,300)",msturing-1B,10,10335.074102827077,0.0,1000000.0,58110520.0,5622.651509010887,0,0,0.79199
puck-t1,"Puck(10,20,22000,300)",msturing-1B,10,11461.173484450277,0.0,1000000.0,58110520.0,5070.206822961044,0,0,0.767586
puck-t1,"Puck(10,70,25000,300)",msturing-1B,10,10139.28810483003,0.0,1000000.0,58110520.0,5731.22288263197,0,0,0.793812
puck-t1,"Puck(10,40,19000,200)",msturing-1B,10,11683.661252533644,0.0,1000000.0,58110520.0,4973.656694077683,0,0,0.7760849999999999
puck-t1,"Puck(10,80,19000,600)",msturing-1B,10,10814.728634059795,0.0,1000000.0,58110520.0,5373.27583208952,0,0,0.7826660000000001
puck-t1,"Puck(10,60,19000,200)",msturing-1B,10,11713.697869548969,0.0,1000000.0,58110520.0,4960.903093724537,0,0,0.779256
puck-t1,"Puck(10,20,2000,200)",random-xs,10,177049.55677501054,0.0,1000000.0,2492.0,0.014075155258178712,0,0,0.9885999999999999
faiss-t1,"FaissIVFPQ(nprobe=4,quantizer_efSearch=8)",bigann-1B,10,140106.69249912314,4710.3657,1000000.0,44112772.0,314.85128378343586,0,0,0.33085
faiss-t1,"FaissIVFPQ(nprobe=16, efSearch=4)",bigann-1B,10,56008.21501109,18829.6135,1000000.0,44112864.0,787.6141739433289,0,0,0.44428
faiss-t1,"FaissIVFPQ(nprobe=128, efSearch=512)",bigann-1B,10,4731.778164505482,145959.3607,1000000.0,44112864.0,9322.682185505675,0,0,0.65917
faiss-t1,"FaissIVFPQ(nprobe=256,quantizer_efSearch=64)",bigann-1B,10,3114.9503437596895,287253.2705,1000000.0,44109108.0,14160.45301921606,0,0,0.6652
faiss-t1,"FaissIVFPQ(nprobe=128,quantizer_efSearch=256)",bigann-1B,10,5621.120264090413,145978.7075,1000000.0,44109108.0,7847.031539564037,0,0,0.65904
faiss-t1,"FaissIVFPQ(nprobe=64,quantizer_efSearch=64)",bigann-1B,10,12240.939326230951,73963.8242,1000000.0,44109108.0,3603.4087601005554,0,0,0.63163
faiss-t1,"FaissIVFPQ(nprobe=32, efSearch=8)",bigann-1B,10,28484.140970658842,37394.3431,1000000.0,44112864.0,1548.6815644340516,0,0,0.53306
faiss-t1,"FaissIVFPQ(nprobe=2,quantizer_efSearch=4)",bigann-1B,10,240881.67559713536,2361.6295,1000000.0,44109108.0,183.11524897298813,0,0,0.20867
faiss-t1,"FaissIVFPQ(nprobe=256,quantizer_efSearch=128)",bigann-1B,10,2819.762913715929,287782.7222,1000000.0,44112772.0,15644.142202674579,0,0,0.6720900000000001
faiss-t1,"FaissIVFPQ(nprobe=8,quantizer_efSearch=8)",bigann-1B,10,91939.42170481123,9433.1903,1000000.0,44112772.0,479.8025828532219,0,0,0.40766
faiss-t1,"FaissIVFPQ(nprobe=64, efSearch=128)",bigann-1B,10,11038.963875937778,73888.3986,1000000.0,44112864.0,3996.105476543426,0,0,0.63451
faiss-t1,"FaissIVFPQ(nprobe=4, efSearch=4)",bigann-1B,10,215475.94951015397,4728.5875,1000000.0,44112864.0,204.72291269760132,0,0,0.27178
faiss-t1,"FaissIVFPQ(nprobe=16,quantizer_efSearch=32)",bigann-1B,10,35023.95301084795,18742.6107,1000000.0,44112772.0,1259.5029460648536,0,0,0.52952
faiss-t1,"FaissIVFPQ(nprobe=1, efSearch=32)",bigann-1B,10,116502.29571217074,1160.6537,1000000.0,44112864.0,378.64373169937136,0,0,0.17484
faiss-t1,"FaissIVFPQ(nprobe=64, efSearch=512)",bigann-1B,10,6804.304603101266,73862.9245,1000000.0,44112864.0,6483.081897875976,0,0,0.6346700000000001
faiss-t1,"FaissIVFPQ(nprobe=8,quantizer_efSearch=4)",bigann-1B,10,94337.76048402514,9447.9109,1000000.0,44112772.0,467.6046131863594,0,0,0.38978
faiss-t1,"FaissIVFPQ(nprobe=128,quantizer_efSearch=64)",bigann-1B,10,5739.545076178933,146190.726,1000000.0,44112772.0,7685.761051530551,0,0,0.65343
faiss-t1,"FaissIVFPQ(nprobe=128, efSearch=128)",bigann-1B,10,6412.048028476358,146056.6232,1000000.0,44112864.0,6879.683964326477,0,0,0.65793
faiss-t1,"FaissIVFPQ(nprobe=2, efSearch=32)",bigann-1B,10,106049.59747562604,2331.9527,1000000.0,44112864.0,415.9644642700195,0,0,0.26057
faiss-t1,"FaissIVFPQ(nprobe=1, efSearch=128)",bigann-1B,10,38546.478500453995,1159.8871,1000000.0,44112864.0,1144.407108407593,0,0,0.17509999999999998
faiss-t1,"FaissIVFPQ(nprobe=4,quantizer_efSearch=4)",bigann-1B,10,167120.39047713915,4728.5875,1000000.0,44112772.0,263.9580476927757,0,0,0.27178
faiss-t1,"FaissIVFPQ(nprobe=128, efSearch=8)",bigann-1B,10,7391.988997062276,141327.7385,1000000.0,44112864.0,5967.658233464813,0,0,0.5568299999999999
faiss-t1,"FaissIVFPQ(nprobe=1,quantizer_efSearch=4)",bigann-1B,10,197822.13334339508,1178.5049,1000000.0,44109108.0,222.97357355575562,0,0,0.14574
faiss-t1,"FaissIVFPQ(nprobe=128, efSearch=32)",bigann-1B,10,7059.247263435581,145999.2835,1000000.0,44112864.0,6248.947282026673,0,0,0.6401399999999999
faiss-t1,"FaissIVFPQ(nprobe=4, efSearch=128)",bigann-1B,10,35597.37986967245,4680.5863,1000000.0,44112864.0,1239.2165985671998,0,0,0.35719
faiss-t1,"FaissIVFPQ(nprobe=32,quantizer_efSearch=64)",bigann-1B,10,21579.989380574683,37271.4283,1000000.0,44109108.0,2043.9819140830994,0,0,0.5928899999999999
faiss-t1,"FaissIVFPQ(nprobe=128,quantizer_efSearch=256)",bigann-1B,10,4857.551677233643,145978.7075,1000000.0,44112772.0,9081.276933552264,0,0,0.65904
faiss-t1,"FaissIVFPQ(nprobe=64,quantizer_efSearch=128)",bigann-1B,10,10801.78512701479,73888.3986,1000000.0,44109108.0,4083.5017065545085,0,0,0.63451
faiss-t1,"FaissIVFPQ(nprobe=64, efSearch=32)",bigann-1B,10,13327.135213592057,74057.656,1000000.0,44112864.0,3310.0034848457335,0,0,0.6228100000000001
faiss-t1,"FaissIVFPQ(nprobe=1, efSearch=4)",bigann-1B,10,406882.15435955144,1178.5049,1000000.0,44112864.0,108.41680699768067,0,0,0.14574
faiss-t1,"FaissIVFPQ(nprobe=8, efSearch=512)",bigann-1B,10,10899.137019299482,9366.6906,1000000.0,44112864.0,4047.3721838607785,0,0,0.45226
faiss-t1,"FaissIVFPQ(nprobe=32,quantizer_efSearch=64)",bigann-1B,10,18159.219790296564,37271.4283,1000000.0,44112772.0,2429.2217677530284,0,0,0.5928899999999999
faiss-t1,"FaissIVFPQ(nprobe=128,quantizer_efSearch=32)",bigann-1B,10,6481.3271262976,145999.2835,1000000.0,44109108.0,6805.56730750866,0,0,0.6401399999999999
faiss-t1,"FaissIVFPQ(nprobe=4, efSearch=512)",bigann-1B,10,11193.93297577973,4680.4974,1000000.0,44112864.0,3940.7832881835934,0,0,0.3572
faiss-t1,"FaissIVFPQ(nprobe=64,quantizer_efSearch=256)",bigann-1B,10,7505.101452885193,73867.1586,1000000.0,44112772.0,5877.704955346298,0,0,0.63469
faiss-t1,"FaissIVFPQ(nprobe=32,quantizer_efSearch=128)",bigann-1B,10,17560.454411859522,37245.7762,1000000.0,44109108.0,2511.8431998098376,0,0,0.5945400000000001
faiss-t1,"FaissIVFPQ(nprobe=16,quantizer_efSearch=64)",bigann-1B,10,33406.21530393948,18719.8768,1000000.0,44109108.0,1320.386269401741,0,0,0.53295
faiss-t1,"FaissIVFPQ(nprobe=2,quantizer_efSearch=4)",bigann-1B,10,247305.6603773585,2361.6295,1000000.0,44112772.0,178.3734829711914,0,0,0.20867
faiss-t1,"FaissIVFPQ(nprobe=128, efSearch=4)",bigann-1B,10,7408.700653310305,134253.1429,1000000.0,44112864.0,5954.197107463074,0,0,0.48170999999999997
faiss-t1,"FaissIVFPQ(nprobe=64, efSearch=8)",bigann-1B,10,14266.36439857891,73478.4631,1000000.0,44112864.0,3092.08868970108,0,0,0.5523100000000001
faiss-t1,"FaissIVFPQ(nprobe=64,quantizer_efSearch=128)",bigann-1B,10,9205.201417770413,73888.3986,1000000.0,44112772.0,4792.157172665596,0,0,0.63451
faiss-t1,"FaissIVFPQ(nprobe=128,quantizer_efSearch=64)",bigann-1B,10,6599.603360172502,146190.726,1000000.0,44109108.0,6683.5998457408905,0,0,0.65343
faiss-t1,"FaissIVFPQ(nprobe=64,quantizer_efSearch=32)",bigann-1B,10,12876.679273272512,74057.656,1000000.0,44109108.0,3425.503350973034,0,0,0.6228100000000001
faiss-t1,"FaissIVFPQ(nprobe=8,quantizer_efSearch=32)",bigann-1B,10,57708.39696757062,9378.5992,1000000.0,44112772.0,764.4082025842666,0,0,0.45010000000000006
faiss-t1,"FaissIVFPQ(nprobe=8, efSearch=32)",bigann-1B,10,72917.27948207103,9378.5992,1000000.0,44112864.0,604.9713361953735,0,0,0.45010000000000006
faiss-t1,"FaissIVFPQ(nprobe=8,quantizer_efSearch=8)",bigann-1B,10,101932.39509185159,9433.1903,1000000.0,44109108.0,432.7290451701164,0,0,0.40766
faiss-t1,"FaissIVFPQ(nprobe=128,quantizer_efSearch=128)",bigann-1B,10,5402.949817396367,146056.6232,1000000.0,44112772.0,8164.5718525769225,0,0,0.65793
faiss-t1,"FaissIVFPQ(nprobe=16, efSearch=128)",bigann-1B,10,25071.27520693959,18711.1754,1000000.0,44112864.0,1759.4982160217285,0,0,0.5336000000000001
faiss-t1,"FaissIVFPQ(nprobe=16,quantizer_efSearch=16)",bigann-1B,10,41107.73090795045,18791.415,1000000.0,44112772.0,1073.1016046295165,0,0,0.51447
faiss-t1,"FaissIVFPQ(nprobe=8, efSearch=8)",bigann-1B,10,115164.5382632118,9433.1903,1000000.0,44112864.0,383.04207758102416,0,0,0.40766
faiss-t1,"FaissIVFPQ(nprobe=32,quantizer_efSearch=32)",bigann-1B,10,21010.704964759276,37327.3538,1000000.0,44112772.0,2099.5379295454027,0,0,0.5859099999999999
faiss-t1,"FaissIVFPQ(nprobe=16, efSearch=512)",bigann-1B,10,10162.065196770956,18708.7852,1000000.0,44112864.0,4340.9349522789,0,0,0.5336000000000001
faiss-t1,"FaissIVFPQ(nprobe=64,quantizer_efSearch=32)",bigann-1B,10,11318.113903135949,74057.656,1000000.0,44112772.0,3897.5373792428013,0,0,0.6228100000000001
faiss-t1,"FaissIVFPQ(nprobe=256,quantizer_efSearch=128)",bigann-1B,10,3316.485899393619,287782.7222,1000000.0,44109108.0,13299.953426023863,0,0,0.6720900000000001
faiss-t1,"FaissIVFPQ(nprobe=32, efSearch=4)",bigann-1B,10,29302.232648732635,37238.5528,1000000.0,44112864.0,1505.4437840560913,0,0,0.47081
faiss-t1,"FaissIVFPQ(nprobe=32,quantizer_efSearch=32)",bigann-1B,10,24490.398404327374,37327.3538,1000000.0,44109108.0,1801.0776007713318,0,0,0.5859099999999999
faiss-t1,"FaissIVFPQ(nprobe=16,quantizer_efSearch=16)",bigann-1B,10,42873.08585137385,18791.415,1000000.0,44109108.0,1028.8297920264245,0,0,0.51447
faiss-t1,"FaissIVFPQ(nprobe=2, efSearch=4)",bigann-1B,10,293285.4116116942,2361.6295,1000000.0,44112864.0,150.40933593521117,0,0,0.20867
faiss-t1,"FaissIVFPQ(nprobe=256,quantizer_efSearch=512)",bigann-1B,10,2398.5677802480996,287485.4291,1000000.0,44112772.0,18391.29682440624,0,0,0.67394
faiss-t1,"FaissIVFPQ(nprobe=8,quantizer_efSearch=16)",bigann-1B,10,95606.04230158169,9403.3849,1000000.0,44109108.0,461.3631831015587,0,0,0.44177999999999995
faiss-t1,"FaissIVFPQ(nprobe=64,quantizer_efSearch=64)",bigann-1B,10,10523.14082700272,73963.8242,1000000.0,44112772.0,4191.977730337429,0,0,0.63163
faiss-t1,"FaissIVFPQ(nprobe=8, efSearch=128)",bigann-1B,10,32773.709794753304,9367.1732,1000000.0,44112864.0,1345.983237059784,0,0,0.45226
faiss-t1,"FaissIVFPQ(nprobe=128,quantizer_efSearch=32)",bigann-1B,10,5889.461941022591,145999.2835,1000000.0,44112772.0,7490.119206431389,0,0,0.6401399999999999
faiss-t1,"FaissIVFPQ(nprobe=128,quantizer_efSearch=512)",bigann-1B,10,3961.721249731394,145959.3607,1000000.0,44112772.0,11134.749069736004,0,0,0.65917
faiss-t1,"FaissIVFPQ(nprobe=4, efSearch=8)",bigann-1B,10,180994.14422383995,4710.3657,1000000.0,44112864.0,243.7253657524109,0,0,0.33085
faiss-t1,"FaissIVFPQ(nprobe=1,quantizer_efSearch=4)",bigann-1B,10,313644.4125388849,1178.5049,1000000.0,44112772.0,140.64580855407715,0,0,0.14574
faiss-t1,"FaissIVFPQ(nprobe=2, efSearch=8)",bigann-1B,10,226876.10887532996,2344.7046,1000000.0,44112864.0,194.43591578979493,0,0,0.24574
faiss-t1,"FaissIVFPQ(nprobe=16,quantizer_efSearch=32)",bigann-1B,10,41257.342960004724,18742.6107,1000000.0,44109108.0,1069.1213935604094,0,0,0.52952
faiss-t1,"FaissIVFPQ(nprobe=2, efSearch=128)",bigann-1B,10,37458.50748401386,2330.3199,1000000.0,44112864.0,1177.646066619873,0,0,0.26105
faiss-t1,"FaissIVFPQ(nprobe=4, efSearch=32)",bigann-1B,10,93462.8437474235,4685.1135,1000000.0,44112864.0,471.982899634552,0,0,0.35635
faiss-t1,"FaissIVFPQ(nprobe=32, efSearch=512)",bigann-1B,10,8800.819000165973,37239.027,1000000.0,44112864.0,5012.3589633155825,0,0,0.59466
faiss-t1,"FaissIVFPQ(nprobe=32,quantizer_efSearch=8)",bigann-1B,10,23930.32523827319,37394.3431,1000000.0,44112772.0,1843.3837217326166,0,0,0.53306
faiss-t1,"FaissIVFPQ(nprobe=16,quantizer_efSearch=64)",bigann-1B,10,27588.896043970646,18719.8768,1000000.0,44112772.0,1598.9321185484885,0,0,0.53295
faiss-t1,"FaissIVFPQ(nprobe=128,quantizer_efSearch=128)",bigann-1B,10,6342.386633141453,146056.6232,1000000.0,44109108.0,6954.654541164779,0,0,0.65793
faiss-t1,"FaissIVFPQ(nprobe=1, efSearch=8)",bigann-1B,10,286903.79774543067,1166.9851,1000000.0,44112864.0,153.75489744873047,0,0,0.16744
faiss-t1,"FaissIVFPQ(nprobe=64, efSearch=4)",bigann-1B,10,14641.4705477831,72499.4725,1000000.0,44112864.0,3012.8711358627315,0,0,0.4806
faiss-t1,"FaissIVFPQ(nprobe=4,quantizer_efSearch=4)",bigann-1B,10,122915.04999472506,4728.5875,1000000.0,44109108.0,358.8584799167633,0,0,0.27178
faiss-t1,"FaissIVFPQ(nprobe=32, efSearch=32)",bigann-1B,10,25323.56448316564,37327.3538,1000000.0,44112864.0,1741.9689881858826,0,0,0.5859099999999999
faiss-t1,"FaissIVFPQ(nprobe=128,quantizer_efSearch=512)",bigann-1B,10,4624.172637377806,145959.3607,1000000.0,44109108.0,9538.810822818376,0,0,0.65917
faiss-t1,"FaissIVFPQ(nprobe=32,quantizer_efSearch=8)",bigann-1B,10,26623.740002539038,37394.3431,1000000.0,44109108.0,1656.7585168647765,0,0,0.53306
faiss-t1,"FaissIVFPQ(nprobe=8,quantizer_efSearch=16)",bigann-1B,10,74677.05493902884,9403.3849,1000000.0,44112772.0,590.7138683497429,0,0,0.44177999999999995
faiss-t1,"FaissIVFPQ(nprobe=32,quantizer_efSearch=128)",bigann-1B,10,14596.971469756982,37245.7762,1000000.0,44112772.0,3022.0496142912866,0,0,0.5945400000000001
faiss-t1,"FaissIVFPQ(nprobe=64,quantizer_efSearch=16)",bigann-1B,10,12988.54155505609,74007.5308,1000000.0,44109108.0,3396.001607496071,0,0,0.59695
faiss-t1,"FaissIVFPQ(nprobe=16, efSearch=32)",bigann-1B,10,42513.44286289142,18742.6107,1000000.0,44112864.0,1037.6215387275695,0,0,0.52952
faiss-t1,"FaissIVFPQ(nprobe=16, efSearch=8)",bigann-1B,10,51876.31722159006,18822.572,1000000.0,44112864.0,850.3468704528809,0,0,0.4934
faiss-t1,"FaissIVFPQ(nprobe=1, efSearch=512)",bigann-1B,10,11457.946728507048,1159.8871,1000000.0,44112864.0,3849.979847632599,0,0,0.17509999999999998
faiss-t1,"FaissIVFPQ(nprobe=8,quantizer_efSearch=4)",bigann-1B,10,90213.47253678503,9447.9109,1000000.0,44109108.0,488.9414713751793,0,0,0.38978
faiss-t1,"FaissIVFPQ(nprobe=4,quantizer_efSearch=8)",bigann-1B,10,160242.06488683773,4710.3657,1000000.0,44109108.0,275.26547433815,0,0,0.33085
faiss-t1,"FaissIVFPQ(nprobe=64,quantizer_efSearch=16)",bigann-1B,10,11854.612053859111,74007.5308,1000000.0,44112772.0,3721.1485116157533,0,0,0.59695
faiss-t1,"FaissIVFPQ(nprobe=64,quantizer_efSearch=256)",bigann-1B,10,8987.870682615088,73867.1586,1000000.0,44109108.0,4907.626017063045,0,0,0.63469
faiss-t1,"FaissIVFPQ(nprobe=256,quantizer_efSearch=64)",bigann-1B,10,2931.497326722729,287253.2705,1000000.0,44112772.0,15047.863628555966,0,0,0.6652
faiss-t1,"FaissIVFPQ(nprobe=32, efSearch=128)",bigann-1B,10,17895.017533200873,37245.7762,1000000.0,44112864.0,2465.0919686531065,0,0,0.5945400000000001
faiss-t1,"FaissIVFPQ(nprobe=8,quantizer_efSearch=32)",bigann-1B,10,71872.33218581267,9378.5992,1000000.0,44109108.0,613.7147168950081,0,0,0.45010000000000006
faiss-t1,"FaissIVFPQ(nprobe=256,quantizer_efSearch=512)",bigann-1B,10,2754.426102344008,287485.4291,1000000.0,44109108.0,16013.9013940012,0,0,0.67394
faiss-t1,"FaissIVFPQ(nprobe=8, efSearch=4)",bigann-1B,10,120075.69316213625,9447.9109,1000000.0,44112864.0,367.37546824264524,0,0,0.38978
faiss-t1,"FaissIVFPQ(nprobe=2, efSearch=512)",bigann-1B,10,11350.239652925411,2330.3458,1000000.0,44112864.0,3886.5138841918947,0,0,0.26105999999999996
faiss-t1,"FaissIVFPQ(nprobe=2, efSearch=128)",deep-1B,10,41810.959179950536,2401.5334,1000000.0,43995036.0,1052.236946075535,0,0,0.30578
faiss-t1,"FaissIVFPQ(nprobe=64, efSearch=128)",deep-1B,10,12995.656654477538,75897.8232,1000000.0,43995036.0,3385.3646006292342,0,0,0.64955
faiss-t1,"FaissIVFPQ(nprobe=16, efSearch=32)",deep-1B,10,47554.19753856271,19187.3264,1000000.0,43995036.0,925.1556808276176,0,0,0.55522
faiss-t1,"FaissIVFPQ(nprobe=2, efSearch=8)",deep-1B,10,234271.54315333228,2427.8048,1000000.0,43995036.0,187.79504931678773,0,0,0.2879
faiss-t1,"FaissIVFPQ(nprobe=2,quantizer_efSearch=8)",deep-1B,10,245602.66079542792,2427.8048,1000000.0,43992224.0,179.11949266967775,0,0,0.2879
faiss-t1,"FaissIVFPQ(nprobe=8,quantizer_efSearch=32)",deep-1B,10,79128.85333735803,9603.2599,1000000.0,43992224.0,555.9567988739014,0,0,0.48559
faiss-t1,"FaissIVFPQ(nprobe=64,quantizer_efSearch=512)",deep-1B,10,7907.702645174257,75831.7416,1000000.0,43992224.0,5563.211715711975,0,0,0.6504800000000001
faiss-t1,"FaissIVFPQ(nprobe=4,quantizer_efSearch=16)",deep-1B,10,144826.93848236237,4826.7691,1000000.0,43992224.0,303.7571908996582,0,0,0.39386
faiss-t1,"FaissIVFPQ(nprobe=4, efSearch=4)",deep-1B,10,211491.73053650666,4867.3057,1000000.0,43995036.0,208.02248810577393,0,0,0.30093000000000003
faiss-t1,"FaissIVFPQ(nprobe=64,quantizer_efSearch=256)",deep-1B,10,10747.430374177698,75846.0382,1000000.0,43992224.0,4093.2783436027526,0,0,0.65028
faiss-t1,"FaissIVFPQ(nprobe=2,quantizer_efSearch=16)",deep-1B,10,181562.95587655998,2412.999,1000000.0,43992224.0,242.29735513839722,0,0,0.30196
faiss-t1,"FaissIVFPQ(nprobe=1, efSearch=128)",deep-1B,10,40904.19613086444,1201.1711,1000000.0,43995036.0,1075.5629045794487,0,0,0.21631
faiss-t1,"FaissIVFPQ(nprobe=128, efSearch=4)",deep-1B,10,8592.407885677223,137861.2834,1000000.0,43995036.0,5120.222012893009,0,0,0.5066200000000001
faiss-t1,"FaissIVFPQ(nprobe=32,quantizer_efSearch=64)",deep-1B,10,25407.02816256412,38190.0385,1000000.0,43992224.0,1731.4982184661865,0,0,0.6119399999999999
faiss-t1,"FaissIVFPQ(nprobe=4,quantizer_efSearch=4)",deep-1B,10,220728.44580335857,4867.3057,1000000.0,43992224.0,199.30473319778443,0,0,0.30093000000000003
faiss-t1,"FaissIVFPQ(nprobe=32, efSearch=512)",deep-1B,10,9732.410592568958,38127.9181,1000000.0,43995036.0,4520.466495072842,0,0,0.6136199999999999
faiss-t1,"FaissIVFPQ(nprobe=8,quantizer_efSearch=16)",deep-1B,10,100547.6260110369,9639.8788,1000000.0,43992224.0,437.5262325454712,0,0,0.47639
faiss-t1,"FaissIVFPQ(nprobe=16,quantizer_efSearch=128)",deep-1B,10,28807.72546043346,19134.4202,1000000.0,43992224.0,1527.0981411018372,0,0,0.55932
faiss-t1,"FaissIVFPQ(nprobe=32, efSearch=4)",deep-1B,10,31943.70273337243,38316.3423,1000000.0,43995036.0,1377.2678880472183,0,0,0.49815
faiss-t1,"FaissIVFPQ(nprobe=32, efSearch=8)",deep-1B,10,33285.35320469326,38411.8379,1000000.0,43995036.0,1321.7536172575951,0,0,0.55654
faiss-t1,"FaissIVFPQ(nprobe=4, efSearch=512)",deep-1B,10,12430.311283527772,4801.6002,1000000.0,43995036.0,3539.335017160892,0,0,0.40049
faiss-t1,"FaissIVFPQ(nprobe=4, efSearch=8)",deep-1B,10,179513.03022910433,4853.7693,1000000.0,43995036.0,245.07990280065536,0,0,0.37116
faiss-t1,"FaissIVFPQ(nprobe=16,quantizer_efSearch=32)",deep-1B,10,48738.6732049688,19187.3264,1000000.0,43992224.0,902.6143123550415,0,0,0.55522
faiss-t1,"FaissIVFPQ(nprobe=128, efSearch=128)",deep-1B,10,7348.277134358607,150749.528,1000000.0,43995036.0,5987.122586094474,0,0,0.67008
faiss-t1,"FaissIVFPQ(nprobe=8, efSearch=32)",deep-1B,10,76821.70925987996,9603.2599,1000000.0,43995036.0,572.6901474057197,0,0,0.48559
faiss-t1,"FaissIVFPQ(nprobe=128,quantizer_efSearch=32)",deep-1B,10,8437.95484753938,150956.0504,1000000.0,43992224.0,5213.612160158538,0,0,0.65384
